Datetime,X1,X2,X3,X4,X5
2017-04-14 16:30:00,-885.1349511258269,-896.5927146263226,-306.3138208904178,-1928.417173943698,-1892.37123328689
2017-04-14 17:00:00,-902.6809530480896,-874.8493131699237,-306.34925836955773,-1997.9535785140959,-1720.8215371025644
2017-04-14 17:30:00,-803.3896635032723,-860.2522820156656,-279.55054645350634,-2008.1978031011352,-1715.1853689033985
2017-04-14 18:00:00,-823.5172042980277,-786.0841765599124,-281.49143727257626,-1835.5689309455072,-1634.3962761232488
2017-04-14 18:30:00,-727.9726418259353,-741.0312295083153,-259.0549348381014,-1647.0580560304422,-1375.2702898318078
2017-04-14 19:00:00,-644.6215952434037,-657.362347030685,-222.72098356787743,-1585.1446286489029,-1312.3145686038483
2017-04-14 19:30:00,-594.7199323073354,-609.8551135213037,-201.26776125098615,-1363.9791395799496,-1188.0507336152814
2017-04-14 20:00:00,-536.0508570503763,-528.0291773832381,-183.51235937075876,-1120.2817179572464,-946.357244214355
2017-04-14 20:30:00,-499.693992292211,-491.718812016576,-141.68540834052348,-1059.3565908243957,-973.5354812740316
2017-04-14 21:00:00,-452.12404138709735,-449.29287278304696,-130.39793064486014,-999.0930555693157,-786.600272939561
2017-04-14 21:30:00,-383.06752675726005,-412.83094372274667,-101.67497217537688,-854.2083493927221,-598.546456311416
2017-04-14 22:00:00,-362.2915336745396,-394.0573037141707,-75.92234831042113,-716.3432578725636,-469.62905505660297
2017-04-14 22:30:00,-282.5542830367655,-308.5124167119149,-54.234701319596574,-565.3053478764507,-365.41579348191635
2017-04-14 23:00:00,-210.41608345341254,-225.26700322337965,-45.582195042281064,-466.653577604244,-233.9081114487149
2017-04-14 23:30:00,-145.62405379740983,-145.4767587447503,-37.84582184892817,-164.84676743199051,-166.0111118125434
2017-04-15 00:00:00,-48.23164055265334,-46.89817809516983,-24.841810578514607,-34.86915945582097,-63.530642577246475
2017-04-15 00:30:00,-18.86550821645527,-19.364197800379596,-23.284254968782815,-33.573565848443934,-50.3103345323093
2017-04-15 01:00:00,-21.531233856432024,-23.760800072291662,-21.83516473814207,-11.402114619237764,-37.9053740591594
2017-04-15 01:30:00,-23.056737676076022,-24.35293019723251,-19.688018925854212,-22.107738045186675,-24.721786560172813
