,X1,X2,X3,X4,X5
2017-01-05 09:30:00,-1357.8630151278478,-2246.3931553411285,-590.4007772793041,-4592.9824972177885,-3458.5040268211355
2017-01-05 10:00:00,-1552.9482018024835,-2262.673923139976,-660.1250076173135,-4922.523105055746,-3477.3869043761706
2017-01-05 10:30:00,-1227.0670573799327,-2135.8393704430914,-561.1696216656494,-4755.250385775243,-3472.460090557106
2017-01-05 11:00:00,-1055.064485029946,-2026.0330457305452,-508.4531333934389,-4656.306369593547,-3416.1934029315403
2017-01-05 11:30:00,-1252.6812463235103,-1934.1897650895828,-570.3242358127601,-4798.5182296214325,-3238.5813906114595
2017-01-05 12:00:00,-1140.7222477639411,-2239.4904143396843,-530.3096394354368,-4609.395533699966,-3592.677392009525
2017-01-05 12:30:00,-1174.146631017751,-2228.033453925237,-542.2556484411402,-4665.856466289582,-3579.3892975331587
2017-01-05 13:00:00,-1338.3332988151433,-2225.270819354472,-600.9366238605007,-4943.202866737098,-3576.185118776137
2017-01-05 13:30:00,-1445.5644813053816,-2138.044930866495,-639.648570273226,-5132.8080046000605,-3478.1602446861184
2017-01-05 14:00:00,-1473.5462643833373,-2048.4434687273892,-650.03646259984,-5188.543955887233,-3377.3801156270792
2017-01-05 14:30:00,-1314.018226065186,-1977.245745071573,-593.4075906066419,-4927.535711616829,-3297.9451432970395
2017-01-05 15:00:00,-1293.182397365179,-2081.0232506258267,-586.3478721424117,-4900.808274818376,-3421.4512035497364
2017-01-05 15:30:00,-1000.4916648950228,-2008.8067696836424,-482.1261176872059,-4414.8597574282985,-3340.834648794685
2017-01-05 16:00:00,-1167.8960440352091,-2047.6535146530796,-542.3442065954794,-4706.110295116768,-3389.032245906894
2017-01-05 16:30:00,-1072.1816906888846,-2116.9945926860782,-508.5226022658834,-4552.897014125998,-3472.5980003736004
2017-01-05 17:00:00,-1209.545515321756,-1954.18276050758,-558.0040761719963,-4793.4026297582195,-3286.906491808825
2017-01-05 17:30:00,-1432.3601759116107,-2188.159141537139,-638.0260225270893,-5178.2529847400965,-3561.420751046915
2017-01-05 18:00:00,-1304.4022624663228,-2268.4998239090505,-592.6804401365295,-4970.573434039194,-3657.7441459671822
2017-01-05 18:30:00,-1474.8592998127506,-2349.4429252844366,-653.9895613653131,-5266.980564383164,-3754.766242841794
2017-01-05 19:00:00,-1519.4283160929715,-2321.426670409904,-670.3057975512403,-5350.73590045809,-3725.414313137136
2017-01-05 19:30:00,-1617.0447399578416,-2258.962497784693,-705.5813905612946,-5524.0996544639265,-3656.1087509656977
